GEN_NUMB;BEST_FITNESS;MID_FITNESS;WORST_FITNESS
1;0.5509729;0.4248824;0.2458286;
2;0.566932;0.4671119;0.2692413;
3;0.5975833;0.4795679;0.3073324;
4;0.5975833;0.4811588;0.2214348;
5;0.5975833;0.494968;0.2743509;
6;0.5975833;0.4986637;0.3265577;
7;0.5734747;0.4990112;0.2724596;
8;0.5920181;0.5038722;0.2855115;
9;0.5920181;0.5054269;0.3233977;
10;0.5920181;0.5108417;0.3608309;
11;0.6028674;0.5157916;0.3608309;
12;0.6028674;0.516298;0.341251;
13;0.6028674;0.5185037;0.2199157;
14;0.6090318;0.519471;0.341251;
15;0.5914192;0.519471;0.3622023;
16;0.5914192;0.519462;0.3622023;
17;0.5914192;0.5184712;0.3231701;
18;0.5870072;0.5207237;0.3622023;
19;0.5865548;0.5190225;0.3853945;
20;0.5914825;0.5229169;0.3178245;
21;0.5914825;0.5183095;0.3626015;
22;0.6016248;0.5179377;0.3326451;
23;0.6016248;0.5225144;0.3206568;
24;0.6016248;0.5246897;0.3195802;
25;0.5914825;0.5168411;0.3206568;
26;0.5914825;0.5252058;0.3689599;
27;0.5896983;0.5204399;0.3256266;
28;0.5857604;0.5202883;0.3197798;
29;0.5881108;0.521454;0.3197798;
30;0.5913491;0.5272495;0.3413827;
31;0.5913491;0.534233;0.3379965;
32;0.5937743;0.5381818;0.3391317;
33;0.5937743;0.534082;0.3391317;
34;0.5937743;0.5358901;0.3475794;
35;0.6076782;0.5410105;0.3130229;
36;0.6112442;0.5359999;0.3308752;
37;0.6076782;0.5418754;0.2941652;
38;0.6021006;0.5445043;0.3308752;
39;0.601733;0.5435957;0.3380886;
40;0.5976452;0.5395074;0.3389461;
41;0.5991169;0.5395074;0.3389461;
42;0.6025974;0.5417817;0.3389461;
43;0.5979973;0.5447074;0.3475527;
44;0.6023855;0.5475675;0.3498779;
45;0.6061934;0.5445893;0.3174273;
46;0.6023855;0.5459093;0.4018773;
47;0.604326;0.5437555;0.3673612;
48;0.6163064;0.5447749;0.3379882;
49;0.6163064;0.545562;0.3476036;
50;0.6033988;0.5453253;0.2745071;
51;0.6023855;0.5450823;0.3385173;
52;0.6023855;0.5475201;0.2649024;
53;0.6023855;0.5492072;0.3385173;
54;0.6023855;0.5449108;0.3678904;
55;0.6085162;0.544474;0.283632;
56;0.6085162;0.5468135;0.3605351;
57;0.596036;0.5489135;0.371812;
58;0.6093141;0.5485255;0.3673092;
59;0.6093141;0.5493379;0.365044;
60;0.5985801;0.5488766;0.3548837;
61;0.6128295;0.5460633;0.322699;
62;0.6128295;0.5423614;0.322699;
63;0.5989797;0.5395203;0.322699;
64;0.6107796;0.5480793;0.3573868;
65;0.6130935;0.549551;0.3916435;
66;0.6130935;0.5555239;0.3916435;
67;0.6102458;0.5523931;0.3813101;
68;0.6102458;0.5463721;0.3786896;
69;0.5983158;0.5499025;0.3129802;
70;0.5983158;0.5486399;0.3129802;
71;0.606171;0.5476465;0.3746693;
72;0.606171;0.5451859;0.3576875;
73;0.6020701;0.5414946;0.3401068;
74;0.6118141;0.5425333;0.2634745;
75;0.6118141;0.5432495;0.2634745;
76;0.6118141;0.5437454;0.2634745;
77;0.607043;0.5422107;0.3298088;
78;0.6076858;0.5506076;0.3581954;
79;0.6076858;0.5447946;0.3457308;
80;0.6076858;0.5470914;0.3231379;
81;0.6076858;0.5470914;0.3519169;
82;0.6076858;0.5435007;0.3457998;
83;0.6076858;0.5390069;0.3457998;
84;0.6076858;0.5377096;0.3455666;
85;0.6017174;0.5419965;0.3341752;
86;0.6017174;0.5446955;0.3341752;
87;0.6036142;0.5473772;0.4047015;
88;0.6036142;0.5440768;0.3784225;
89;0.595118;0.5452326;0.3606331;
90;0.6035189;0.5452326;0.3606331;
91;0.6035189;0.5444332;0.2900643;
92;0.6035189;0.5454132;0.3772373;
93;0.6015335;0.5430321;0.3561179;
94;0.6015335;0.544558;0.3460616;
95;0.6015335;0.5442346;0.341253;
96;0.6015335;0.5443653;0.3460616;
97;0.6001735;0.5445526;0.3460616;
98;0.5954401;0.5471164;0.2959507;
99;0.5936908;0.5458345;0.2959507;
100;0.5936908;0.540916;0.2959507;
101;0.6031711;0.5428663;0.3179677;
102;0.6064725;0.541972;0.3446445;
103;0.6064725;0.5410962;0.3446445;
104;0.6064725;0.5372088;0.3713765;
105;0.6064725;0.541972;0.3791961;
106;0.6056893;0.5340041;0.3635141;
107;0.6056893;0.5400904;0.3189689;
108;0.6056893;0.5420844;0.3189689;
109;0.5921895;0.5418193;0.3014605;
110;0.6006913;0.5406069;0.337514;
111;0.5972601;0.5416712;0.337514;
112;0.5978456;0.5446956;0.337514;
113;0.5978456;0.538863;0.3576138;
114;0.6018539;0.5358083;0.257808;
115;0.6028501;0.5356526;0.2869537;
116;0.6028501;0.5461918;0.3500687;
117;0.6028501;0.5456151;0.3386988;
118;0.606771;0.5513707;0.3178023;
119;0.5968326;0.5482413;0.3178023;
120;0.5968326;0.5441492;0.3386988;
121;0.5984707;0.546396;0.3405985;
122;0.5984707;0.5441492;0.2704804;
123;0.5962229;0.5448366;0.3247394;
124;0.6111971;0.5457446;0.3408681;
125;0.5907868;0.5393681;0.3348438;
126;0.6075086;0.5351785;0.3320746;
127;0.5943692;0.5305862;0.3126765;
128;0.5920328;0.530407;0.3516568;
129;0.5920328;0.5277193;0.3435473;
130;0.5945797;0.5338344;0.3153411;
131;0.5999027;0.5330913;0.3153411;
132;0.5979617;0.5270962;0.2951387;
133;0.5979617;0.5231411;0.3330835;
134;0.5979617;0.5299754;0.2876256;
135;0.6018573;0.5291945;0.2941383;
136;0.6018573;0.5331603;0.3330835;
137;0.5937154;0.535522;0.3372358;
138;0.5939654;0.5392779;0.3479285;
139;0.5962069;0.5334932;0.3237422;
140;0.5998929;0.5356528;0.3087488;
141;0.597498;0.5351202;0.3087488;
142;0.6030691;0.5351202;0.3375527;
143;0.6083493;0.5393751;0.3789403;
144;0.6083493;0.5389083;0.3770526;
145;0.6083493;0.5319912;0.359424;
146;0.6050813;0.5350035;0.3580998;
147;0.5948895;0.5345635;0.3432999;
148;0.6011779;0.5269065;0.3432999;
149;0.6035711;0.531512;0.3291404;
150;0.5986711;0.5335588;0.3317349;
151;0.5986711;0.5395588;0.3568245;
152;0.5933625;0.5378489;0.3570142;
153;0.5971234;0.5404229;0.3664103;
154;0.5971234;0.5397596;0.3412477;
155;0.6057227;0.5409128;0.3412477;
156;0.599867;0.5388395;0.3660708;
157;0.6112489;0.5377567;0.3453796;
158;0.6013724;0.5371272;0.2731234;
159;0.6013724;0.5368907;0.2731234;
160;0.6155221;0.5344763;0.3512202;
161;0.6155221;0.535659;0.3457608;
162;0.6155221;0.5355752;0.3527217;
163;0.6155221;0.5345771;0.3527217;
164;0.6155221;0.5349215;0.3456447;
165;0.6021464;0.5312862;0.2796503;
166;0.6021464;0.5301188;0.329596;
167;0.6021464;0.5358256;0.329596;
168;0.6021464;0.5358402;0.3417707;
169;0.6021464;0.5390043;0.3817334;
170;0.6021464;0.538201;0.3206567;
171;0.59859;0.5371544;0.3727911;
172;0.59859;0.5373409;0.3711307;
173;0.6034112;0.5367767;0.3519348;
174;0.6034112;0.5377038;0.3487944;
175;0.5965063;0.5374902;0.3487944;
176;0.5930691;0.5352599;0.38306;
177;0.5924485;0.5344145;0.367328;
178;0.6012185;0.5420631;0.3688798;
179;0.604104;0.5392764;0.3688798;
180;0.6109835;0.5340958;0.3431664;
181;0.6045966;0.5317851;0.3818715;
182;0.6045966;0.5340238;0.3315782;
183;0.5995797;0.5381963;0.3401469;
184;0.5975085;0.5381963;0.3188118;
185;0.6005803;0.5317019;0.3650703;
186;0.6144581;0.5358502;0.3650703;
187;0.6144581;0.5227128;0.4019953;
188;0.6144581;0.5284076;0.3436437;
189;0.6144581;0.5321956;0.2894293;
190;0.6144581;0.534079;0.3396139;
191;0.6024104;0.5345371;0.3111832;
192;0.6024104;0.5424399;0.3111832;
193;0.6163538;0.5426386;0.3380962;
194;0.6163538;0.540687;0.363758;
195;0.6099682;0.53873;0.3128923;
196;0.6024104;0.541827;0.3028508;
197;0.6024104;0.5440975;0.2916717;
198;0.6001804;0.5433661;0.2916717;
199;0.6052808;0.545532;0.3547204;
200;0.5968248;0.5470539;0.3565826;
201;0.5968248;0.5480257;0.3559428;
202;0.589863;0.5469675;0.3210449;
203;0.6139812;0.5465722;0.3585749;
204;0.6139812;0.5495301;0.3657743;
205;0.6086496;0.5496902;0.2703662;
206;0.6006148;0.5488534;0.3033759;
207;0.6006148;0.5446447;0.3400462;
208;0.6006148;0.5453675;0.3539315;
209;0.6047718;0.5423847;0.3690523;
210;0.6047718;0.5428405;0.3348577;
211;0.6109769;0.5434495;0.2570122;
212;0.603541;0.5428107;0.356566;
213;0.603541;0.5429145;0.352781;
214;0.6107481;0.5447357;0.3268486;
215;0.6107481;0.5429965;0.3267386;
216;0.6046879;0.5435035;0.3738699;
217;0.6046879;0.5421498;0.2921875;
218;0.6046879;0.5460621;0.4046066;
219;0.6179653;0.5431637;0.2432445;
220;0.6179653;0.5440612;0.3540351;
221;0.6179653;0.5448831;0.3230155;
222;0.6179653;0.5405424;0.3230155;
223;0.6212243;0.5360406;0.3230155;
224;0.683832;0.5360035;0.3390659;
225;0.683832;0.5401086;0.3719465;
226;0.683832;0.5394632;0.3287822;
